CustomerID,FirstName,LastName,Email,Gender,State,City,JoinDate,PrimeMember
102,First102,Last102,c102@mail.com,M,CA,Los Angeles,2025-04-02,No
103,First103,Last103,c103@mail.com,M,NY,New York,2025-12-20,Yes
104,First104,Last104,c104@mail.com,M,CA,Los Angeles,2024-09-10,No
105,First105,Last105,c105@mail.com,F,NY,New York,2025-05-12,No
106,First106,Last106,c106@mail.com,F,CA,Los Angeles,2025-01-09,No
107,First107,Last107,c107@mail.com,F,FL,Miami,2024-02-25,No
108,First108,Last108,c108@mail.com,M,NY,New York,2022-08-21,Yes
109,First109,Last109,c109@mail.com,F,FL,Miami,2023-06-14,No
110,First110,Last110,c110@mail.com,F,FL,Miami,2022-05-24,Yes
111,First111,Last111,c111@mail.com,M,NY,New York,2024-01-20,Yes
112,First112,Last112,c112@mail.com,M,WA,Seattle,2023-11-04,Yes
113,First113,Last113,c113@mail.com,F,WA,Seattle,2023-10-12,Yes
114,First114,Last114,c114@mail.com,F,TX,Dallas,2025-05-19,No
115,First115,Last115,c115@mail.com,M,WA,Seattle,2022-07-03,No
116,First116,Last116,c116@mail.com,F,FL,Miami,2024-04-25,No
117,First117,Last117,c117@mail.com,M,NY,New York,2025-07-15,Yes
118,First118,Last118,c118@mail.com,M,NY,New York,2024-12-21,No
119,First119,Last119,c119@mail.com,M,TX,Dallas,2024-12-11,Yes
120,First120,Last120,c120@mail.com,F,TX,Dallas,2024-07-20,No
121,First121,Last121,c121@mail.com,F,CA,Los Angeles,2023-05-22,No
122,First122,Last122,c122@mail.com,F,TX,Dallas,2023-12-08,No
123,First123,Last123,c123@mail.com,M,WA,Seattle,2026-05-05,No
124,First124,Last124,c124@mail.com,M,FL,Miami,2024-06-10,No
125,First125,Last125,c125@mail.com,M,FL,Miami,2025-11-10,Yes
126,First126,Last126,c126@mail.com,M,WA,Seattle,2023-08-14,Yes
127,First127,Last127,c127@mail.com,F,WA,Seattle,2023-12-10,No
128,First128,Last128,c128@mail.com,M,CA,Los Angeles,2023-08-06,Yes
129,First129,Last129,c129@mail.com,M,TX,Dallas,2023-07-27,No
130,First130,Last130,c130@mail.com,F,CA,Los Angeles,2022-03-25,No
131,First131,Last131,c131@mail.com,F,FL,Miami,2024-04-15,No
132,First132,Last132,c132@mail.com,F,WA,Seattle,2024-08-27,No
133,First133,Last133,c133@mail.com,M,WA,Seattle,2025-03-17,No
134,First134,Last134,c134@mail.com,F,FL,Miami,2023-09-10,No
135,First135,Last135,c135@mail.com,F,TX,Dallas,2024-05-12,Yes
136,First136,Last136,c136@mail.com,F,FL,Miami,2024-03-18,Yes
137,First137,Last137,c137@mail.com,M,TX,Dallas,2024-03-09,Yes
138,First138,Last138,c138@mail.com,M,CA,Los Angeles,2025-10-18,No
139,First139,Last139,c139@mail.com,M,FL,Miami,2025-03-04,Yes
140,First140,Last140,c140@mail.com,M,WA,Seattle,2023-09-16,No
141,First141,Last141,c141@mail.com,F,CA,Los Angeles,2023-12-09,No
142,First142,Last142,c142@mail.com,F,FL,Miami,2025-10-02,Yes
143,First143,Last143,c143@mail.com,M,TX,Dallas,2024-04-22,No
144,First144,Last144,c144@mail.com,F,NY,New York,2023-09-25,Yes
145,First145,Last145,c145@mail.com,F,TX,Dallas,2026-02-16,Yes
146,First146,Last146,c146@mail.com,M,CA,Los Angeles,2024-04-03,Yes
147,First147,Last147,c147@mail.com,F,NY,New York,2025-08-07,Yes
148,First148,Last148,c148@mail.com,F,NY,New York,2022-02-02,Yes
149,First149,Last149,c149@mail.com,F,NY,New York,2024-11-25,No
150,First150,Last150,c150@mail.com,F,NY,New York,2024-07-06,No
151,First151,Last151,c151@mail.com,M,FL,Miami,2024-02-24,Yes
152,First152,Last152,c152@mail.com,F,TX,Dallas,2025-12-18,No
153,First153,Last153,c153@mail.com,M,WA,Seattle,2025-09-13,No
154,First154,Last154,c154@mail.com,M,NY,New York,2023-03-11,No
155,First155,Last155,c155@mail.com,M,WA,Seattle,2025-09-05,Yes
156,First156,Last156,c156@mail.com,F,FL,Miami,2023-02-14,No
157,First157,Last157,c157@mail.com,F,CA,Los Angeles,2024-01-26,No
158,First158,Last158,c158@mail.com,M,TX,Dallas,2024-11-04,Yes
159,First159,Last159,c159@mail.com,F,TX,Dallas,2023-02-06,Yes
160,First160,Last160,c160@mail.com,F,TX,Dallas,2022-04-22,No
161,First161,Last161,c161@mail.com,M,NY,New York,2025-01-09,No
162,First162,Last162,c162@mail.com,F,TX,Dallas,2023-02-02,No
163,First163,Last163,c163@mail.com,F,NY,New York,2024-04-17,No
164,First164,Last164,c164@mail.com,M,FL,Miami,2023-10-20,Yes
165,First165,Last165,c165@mail.com,M,CA,Los Angeles,2024-04-10,No
166,First166,Last166,c166@mail.com,M,NY,New York,2025-05-12,Yes
167,First167,Last167,c167@mail.com,M,NY,New York,2023-10-01,Yes
168,First168,Last168,c168@mail.com,M,NY,New York,2026-04-08,Yes
169,First169,Last169,c169@mail.com,M,NY,New York,2024-02-15,Yes
170,First170,Last170,c170@mail.com,M,FL,Miami,2025-06-16,No
171,First171,Last171,c171@mail.com,F,WA,Seattle,2025-09-28,No
172,First172,Last172,c172@mail.com,F,TX,Dallas,2024-02-07,No
173,First173,Last173,c173@mail.com,M,WA,Seattle,2024-07-13,No
174,First174,Last174,c174@mail.com,F,FL,Miami,2023-04-25,Yes
175,First175,Last175,c175@mail.com,F,NY,New York,2026-05-07,Yes
176,First176,Last176,c176@mail.com,F,WA,Seattle,2023-11-07,No
177,First177,Last177,c177@mail.com,M,FL,Miami,2022-06-22,No
178,First178,Last178,c178@mail.com,F,FL,Miami,2023-01-28,Yes
179,First179,Last179,c179@mail.com,F,WA,Seattle,2023-06-14,No
180,First180,Last180,c180@mail.com,M,TX,Dallas,2024-02-13,Yes
181,First181,Last181,c181@mail.com,F,WA,Seattle,2023-07-23,Yes
182,First182,Last182,c182@mail.com,M,WA,Seattle,2022-07-02,No
183,First183,Last183,c183@mail.com,M,FL,Miami,2022-05-03,No
184,First184,Last184,c184@mail.com,F,FL,Miami,2025-06-29,Yes
185,First185,Last185,c185@mail.com,F,TX,Dallas,2024-11-24,No
186,First186,Last186,c186@mail.com,F,TX,Dallas,2026-02-04,Yes
187,First187,Last187,c187@mail.com,F,CA,Los Angeles,2025-04-28,No
188,First188,Last188,c188@mail.com,F,CA,Los Angeles,2024-08-06,No
189,First189,Last189,c189@mail.com,F,NY,New York,2023-02-24,Yes
190,First190,Last190,c190@mail.com,F,WA,Seattle,2022-05-30,Yes
191,First191,Last191,c191@mail.com,M,TX,Dallas,2022-09-05,No
192,First192,Last192,c192@mail.com,M,TX,Dallas,2023-09-21,Yes
193,First193,Last193,c193@mail.com,M,NY,New York,2022-12-26,No
194,First194,Last194,c194@mail.com,F,WA,Seattle,2023-05-31,No
195,First195,Last195,c195@mail.com,F,NY,New York,2022-06-26,No
196,First196,Last196,c196@mail.com,M,TX,Dallas,2026-02-18,No
197,First197,Last197,c197@mail.com,F,CA,Los Angeles,2024-04-23,Yes
198,First198,Last198,c198@mail.com,F,FL,Miami,2023-11-01,Yes
199,First199,Last199,c199@mail.com,F,WA,Seattle,2026-01-10,Yes
200,First200,Last200,c200@mail.com,M,FL,Miami,2025-06-18,Yes
201,First201,Last201,c201@mail.com,M,FL,Miami,2022-08-28,Yes
202,First202,Last202,c202@mail.com,F,TX,Dallas,2025-04-15,No
203,First203,Last203,c203@mail.com,F,FL,Miami,2023-10-29,Yes
204,First204,Last204,c204@mail.com,F,FL,Miami,2022-01-11,No
205,First205,Last205,c205@mail.com,M,FL,Miami,2025-07-28,No
206,First206,Last206,c206@mail.com,F,TX,Dallas,2026-03-03,No
207,First207,Last207,c207@mail.com,F,WA,Seattle,2023-07-14,No
208,First208,Last208,c208@mail.com,F,FL,Miami,2023-08-12,No
209,First209,Last209,c209@mail.com,F,CA,Los Angeles,2022-10-14,Yes
210,First210,Last210,c210@mail.com,F,NY,New York,2024-06-09,Yes
211,First211,Last211,c211@mail.com,F,TX,Dallas,2026-04-01,No
212,First212,Last212,c212@mail.com,F,WA,Seattle,2025-06-30,Yes
213,First213,Last213,c213@mail.com,M,TX,Dallas,2023-07-22,No
214,First214,Last214,c214@mail.com,F,NY,New York,2024-03-24,Yes
215,First215,Last215,c215@mail.com,M,WA,Seattle,2022-07-15,Yes
216,First216,Last216,c216@mail.com,M,FL,Miami,2023-01-05,Yes
217,First217,Last217,c217@mail.com,F,NY,New York,2023-05-06,Yes
218,First218,Last218,c218@mail.com,F,TX,Dallas,2022-06-11,No
219,First219,Last219,c219@mail.com,F,TX,Dallas,2024-05-26,Yes
220,First220,Last220,c220@mail.com,F,TX,Dallas,2022-04-01,Yes
221,First221,Last221,c221@mail.com,M,WA,Seattle,2022-04-22,Yes
222,First222,Last222,c222@mail.com,M,FL,Miami,2024-07-23,Yes
223,First223,Last223,c223@mail.com,M,TX,Dallas,2026-04-26,No
224,First224,Last224,c224@mail.com,F,WA,Seattle,2025-08-25,No
225,First225,Last225,c225@mail.com,F,CA,Los Angeles,2026-05-13,No
226,First226,Last226,c226@mail.com,F,FL,Miami,2024-01-14,No
227,First227,Last227,c227@mail.com,F,TX,Dallas,2022-08-16,Yes
228,First228,Last228,c228@mail.com,M,CA,Los Angeles,2022-04-15,No
229,First229,Last229,c229@mail.com,M,NY,New York,2025-04-01,Yes
230,First230,Last230,c230@mail.com,F,WA,Seattle,2025-08-18,No
231,First231,Last231,c231@mail.com,M,CA,Los Angeles,2026-01-18,No
232,First232,Last232,c232@mail.com,F,FL,Miami,2024-01-03,Yes
233,First233,Last233,c233@mail.com,M,TX,Dallas,2026-03-16,No
234,First234,Last234,c234@mail.com,F,CA,Los Angeles,2025-03-28,Yes
235,First235,Last235,c235@mail.com,M,NY,New York,2024-04-11,No
236,First236,Last236,c236@mail.com,M,NY,New York,2023-03-26,Yes
237,First237,Last237,c237@mail.com,F,WA,Seattle,2022-04-17,No
238,First238,Last238,c238@mail.com,F,WA,Seattle,2025-11-07,Yes
239,First239,Last239,c239@mail.com,F,TX,Dallas,2026-02-06,No
240,First240,Last240,c240@mail.com,F,WA,Seattle,2022-05-24,No
241,First241,Last241,c241@mail.com,M,WA,Seattle,2022-05-23,Yes
242,First242,Last242,c242@mail.com,F,WA,Seattle,2025-12-22,Yes
243,First243,Last243,c243@mail.com,F,WA,Seattle,2024-10-18,Yes
244,First244,Last244,c244@mail.com,M,FL,Miami,2024-07-08,No
245,First245,Last245,c245@mail.com,M,CA,Los Angeles,2024-09-15,No
246,First246,Last246,c246@mail.com,F,WA,Seattle,2024-03-04,Yes
247,First247,Last247,c247@mail.com,M,NY,New York,2023-05-01,No
248,First248,Last248,c248@mail.com,M,NY,New York,2024-04-05,No
249,First249,Last249,c249@mail.com,F,WA,Seattle,2024-04-21,Yes
250,First250,Last250,c250@mail.com,F,FL,Miami,2025-08-09,No
251,First251,Last251,c251@mail.com,F,CA,Los Angeles,2024-02-03,No
252,First252,Last252,c252@mail.com,M,TX,Dallas,2023-12-28,No
253,First253,Last253,c253@mail.com,M,NY,New York,2022-09-21,No
254,First254,Last254,c254@mail.com,M,NY,New York,2024-09-07,No
255,First255,Last255,c255@mail.com,M,TX,Dallas,2022-12-09,Yes
256,First256,Last256,c256@mail.com,F,FL,Miami,2022-05-09,Yes
257,First257,Last257,c257@mail.com,M,NY,New York,2024-09-09,No
258,First258,Last258,c258@mail.com,M,FL,Miami,2025-11-17,No
259,First259,Last259,c259@mail.com,M,CA,Los Angeles,2025-12-19,Yes
260,First260,Last260,c260@mail.com,F,NY,New York,2025-05-02,No
261,First261,Last261,c261@mail.com,M,FL,Miami,2023-09-10,Yes
262,First262,Last262,c262@mail.com,F,TX,Dallas,2025-10-06,No
263,First263,Last263,c263@mail.com,M,TX,Dallas,2026-02-13,No
264,First264,Last264,c264@mail.com,M,TX,Dallas,2026-04-22,No
265,First265,Last265,c265@mail.com,M,CA,Los Angeles,2025-01-24,Yes
266,First266,Last266,c266@mail.com,M,FL,Miami,2022-08-15,No
267,First267,Last267,c267@mail.com,M,FL,Miami,2025-05-30,Yes
268,First268,Last268,c268@mail.com,M,WA,Seattle,2022-06-23,No
269,First269,Last269,c269@mail.com,M,FL,Miami,2023-10-27,Yes
270,First270,Last270,c270@mail.com,F,TX,Dallas,2022-07-12,No
271,First271,Last271,c271@mail.com,M,FL,Miami,2022-03-20,No
272,First272,Last272,c272@mail.com,F,FL,Miami,2024-10-26,No
273,First273,Last273,c273@mail.com,F,TX,Dallas,2026-03-23,Yes
274,First274,Last274,c274@mail.com,M,NY,New York,2024-09-13,Yes
275,First275,Last275,c275@mail.com,M,FL,Miami,2025-05-24,Yes
276,First276,Last276,c276@mail.com,M,WA,Seattle,2023-08-12,No
277,First277,Last277,c277@mail.com,M,WA,Seattle,2023-12-22,No
278,First278,Last278,c278@mail.com,M,TX,Dallas,2023-12-02,Yes
279,First279,Last279,c279@mail.com,F,WA,Seattle,2024-12-30,Yes
280,First280,Last280,c280@mail.com,M,TX,Dallas,2024-04-24,No
281,First281,Last281,c281@mail.com,M,CA,Los Angeles,2023-12-27,Yes
282,First282,Last282,c282@mail.com,M,WA,Seattle,2025-10-17,Yes
283,First283,Last283,c283@mail.com,M,NY,New York,2026-01-29,No
284,First284,Last284,c284@mail.com,M,CA,Los Angeles,2024-09-05,No
285,First285,Last285,c285@mail.com,F,TX,Dallas,2022-05-26,Yes
286,First286,Last286,c286@mail.com,F,FL,Miami,2024-06-19,Yes
287,First287,Last287,c287@mail.com,F,CA,Los Angeles,2022-03-30,Yes
288,First288,Last288,c288@mail.com,M,FL,Miami,2023-08-07,No
289,First289,Last289,c289@mail.com,F,WA,Seattle,2025-04-20,No
290,First290,Last290,c290@mail.com,M,FL,Miami,2023-01-15,Yes
291,First291,Last291,c291@mail.com,M,TX,Dallas,2023-08-01,No
292,First292,Last292,c292@mail.com,M,FL,Miami,2022-02-09,No
293,First293,Last293,c293@mail.com,F,WA,Seattle,2025-06-22,No
294,First294,Last294,c294@mail.com,M,NY,New York,2023-06-14,Yes
295,First295,Last295,c295@mail.com,M,CA,Los Angeles,2022-11-22,No
296,First296,Last296,c296@mail.com,M,NY,New York,2023-06-29,Yes
297,First297,Last297,c297@mail.com,M,TX,Dallas,2023-08-10,Yes
298,First298,Last298,c298@mail.com,M,NY,New York,2025-03-31,No
299,First299,Last299,c299@mail.com,F,WA,Seattle,2025-03-03,Yes
300,First300,Last300,c300@mail.com,M,TX,Dallas,2023-02-20,Yes
301,First301,Last301,c301@mail.com,F,WA,Seattle,2026-01-10,No
302,First302,Last302,c302@mail.com,F,TX,Dallas,2022-06-17,Yes
303,First303,Last303,c303@mail.com,M,CA,Los Angeles,2025-05-01,Yes
304,First304,Last304,c304@mail.com,F,CA,Los Angeles,2024-03-18,No
305,First305,Last305,c305@mail.com,F,TX,Dallas,2022-05-05,No
306,First306,Last306,c306@mail.com,M,WA,Seattle,2022-04-15,No
307,First307,Last307,c307@mail.com,M,TX,Dallas,2023-08-29,No
308,First308,Last308,c308@mail.com,M,NY,New York,2025-02-02,Yes
309,First309,Last309,c309@mail.com,F,NY,New York,2023-11-11,No
310,First310,Last310,c310@mail.com,M,WA,Seattle,2023-04-24,No
311,First311,Last311,c311@mail.com,M,NY,New York,2024-06-09,Yes
312,First312,Last312,c312@mail.com,F,TX,Dallas,2025-10-19,No
313,First313,Last313,c313@mail.com,M,CA,Los Angeles,2022-10-22,Yes
314,First314,Last314,c314@mail.com,M,TX,Dallas,2025-09-21,Yes
315,First315,Last315,c315@mail.com,M,WA,Seattle,2023-04-16,Yes
316,First316,Last316,c316@mail.com,M,FL,Miami,2025-04-02,No
317,First317,Last317,c317@mail.com,F,NY,New York,2026-02-24,No
318,First318,Last318,c318@mail.com,F,FL,Miami,2022-08-18,No
319,First319,Last319,c319@mail.com,F,FL,Miami,2022-08-25,Yes
320,First320,Last320,c320@mail.com,F,WA,Seattle,2025-06-04,No
321,First321,Last321,c321@mail.com,M,WA,Seattle,2023-07-25,Yes
322,First322,Last322,c322@mail.com,M,CA,Los Angeles,2022-10-17,Yes
323,First323,Last323,c323@mail.com,M,NY,New York,2024-05-02,No
324,First324,Last324,c324@mail.com,F,NY,New York,2023-06-14,Yes
325,First325,Last325,c325@mail.com,M,CA,Los Angeles,2025-12-30,Yes
326,First326,Last326,c326@mail.com,F,CA,Los Angeles,2025-06-19,No
327,First327,Last327,c327@mail.com,F,CA,Los Angeles,2022-09-13,Yes
328,First328,Last328,c328@mail.com,F,CA,Los Angeles,2026-03-16,No
329,First329,Last329,c329@mail.com,F,TX,Dallas,2022-02-01,No
330,First330,Last330,c330@mail.com,M,TX,Dallas,2023-07-19,No
331,First331,Last331,c331@mail.com,M,NY,New York,2023-08-19,No
332,First332,Last332,c332@mail.com,M,NY,New York,2025-04-23,Yes
333,First333,Last333,c333@mail.com,F,CA,Los Angeles,2025-10-17,Yes
334,First334,Last334,c334@mail.com,F,CA,Los Angeles,2023-10-09,No
335,First335,Last335,c335@mail.com,M,NY,New York,2023-08-27,No
336,First336,Last336,c336@mail.com,F,CA,Los Angeles,2024-01-02,Yes
337,First337,Last337,c337@mail.com,M,CA,Los Angeles,2024-01-26,Yes
338,First338,Last338,c338@mail.com,M,FL,Miami,2025-04-25,No
339,First339,Last339,c339@mail.com,F,WA,Seattle,2023-12-29,No
340,First340,Last340,c340@mail.com,M,NY,New York,2022-11-21,No
341,First341,Last341,c341@mail.com,F,TX,Dallas,2025-04-22,No
342,First342,Last342,c342@mail.com,M,TX,Dallas,2023-04-07,Yes
343,First343,Last343,c343@mail.com,F,WA,Seattle,2025-10-31,Yes
344,First344,Last344,c344@mail.com,M,NY,New York,2024-12-29,Yes
345,First345,Last345,c345@mail.com,M,CA,Los Angeles,2022-09-17,No
346,First346,Last346,c346@mail.com,M,CA,Los Angeles,2023-03-15,No
347,First347,Last347,c347@mail.com,M,FL,Miami,2022-11-06,Yes
348,First348,Last348,c348@mail.com,M,FL,Miami,2025-12-22,No
349,First349,Last349,c349@mail.com,F,WA,Seattle,2022-06-08,Yes
350,First350,Last350,c350@mail.com,M,WA,Seattle,2025-09-11,Yes
351,First351,Last351,c351@mail.com,F,WA,Seattle,2024-05-27,Yes
352,First352,Last352,c352@mail.com,M,FL,Miami,2024-06-19,Yes
353,First353,Last353,c353@mail.com,F,CA,Los Angeles,2024-02-25,Yes
354,First354,Last354,c354@mail.com,M,FL,Miami,2022-09-18,No
355,First355,Last355,c355@mail.com,F,TX,Dallas,2023-10-28,No
356,First356,Last356,c356@mail.com,M,WA,Seattle,2023-08-28,Yes
357,First357,Last357,c357@mail.com,F,CA,Los Angeles,2023-02-22,No
358,First358,Last358,c358@mail.com,F,TX,Dallas,2024-01-30,No
359,First359,Last359,c359@mail.com,F,TX,Dallas,2023-12-02,No
360,First360,Last360,c360@mail.com,M,TX,Dallas,2023-08-31,No
361,First361,Last361,c361@mail.com,M,WA,Seattle,2024-02-05,Yes
362,First362,Last362,c362@mail.com,F,WA,Seattle,2023-08-11,Yes
363,First363,Last363,c363@mail.com,F,WA,Seattle,2025-05-16,No
364,First364,Last364,c364@mail.com,M,TX,Dallas,2024-10-19,No
365,First365,Last365,c365@mail.com,M,WA,Seattle,2023-10-13,Yes
366,First366,Last366,c366@mail.com,F,FL,Miami,2024-11-29,Yes
367,First367,Last367,c367@mail.com,M,NY,New York,2024-08-28,No
368,First368,Last368,c368@mail.com,F,WA,Seattle,2022-02-28,No
369,First369,Last369,c369@mail.com,F,NY,New York,2024-02-23,No
370,First370,Last370,c370@mail.com,F,CA,Los Angeles,2023-07-31,Yes
371,First371,Last371,c371@mail.com,M,WA,Seattle,2023-12-21,No
372,First372,Last372,c372@mail.com,F,TX,Dallas,2022-08-10,Yes
373,First373,Last373,c373@mail.com,F,CA,Los Angeles,2022-05-24,No
374,First374,Last374,c374@mail.com,F,FL,Miami,2024-08-22,Yes
375,First375,Last375,c375@mail.com,M,TX,Dallas,2024-06-05,No
376,First376,Last376,c376@mail.com,M,WA,Seattle,2024-09-03,No
377,First377,Last377,c377@mail.com,F,FL,Miami,2024-06-10,Yes
378,First378,Last378,c378@mail.com,M,TX,Dallas,2023-06-04,No
379,First379,Last379,c379@mail.com,F,WA,Seattle,2022-12-30,No
